PRODUCT_ID,DATA_TYPE,SUPPILER_PARTY_ID,SUPPILER_NAME,SUPPILER_ADDRESS,SUPPILER_RATING,SUPPILER_LOGO,PRODUCT_TYPE,PRODUCT_TITLE,PRODUCT_STATUS,PRODUCT_RATING,PRODUCT_METRIC,PRODUCT_VALUE,PRODUCT_CURRENCY,PRODUCT_DESCRIPTION,OFFER_DATE,EXPIRATION_DATE,SALE_COMM_PERC,CLICK_COMM_PERC,LEAD_COMM_PERC,PROMOTION_TYPE,EVENT_INFO,COUPON_CODE,DISTANCE,PRODUCT_CITY,PRODUCT_STATE,PRODUCT_COUNTRY,PRODUCT_ZIP,PRODUCT_GEO_LAT,PRODUCT_GEO_LNG,PRODUCT_SOURCE,PRODUCT_LINK,PRODUCT_CONTENT_ID,PRODUCT_IMAGE_URL,PRODUCT_IMAGE_RESOLUTION_ONE,PRODUCT_IMAGE_RESOLUTION_TWO,PRODUCT_IMAGE_RESOLUTION_THREE,PRODUCT_IMAGE_RESOLUTION_FOUR,PRODUCT_IMAGE_RESOLUTION_FIVE,PRODUCT_CATEGORY_ID_ONE,PRODUCT_CATEGORY_ID_TWO,PRODUCT_CATEGORY_ID_THREE,PRODUCT_CATEGORY_NAME_ONE,PRODUCT_CATEGORY_NAME_TWO,PRODUCT_CATEGORY_NAME_THREE
13171337,DEAL_TYPE,100665147,Sightseeing Pass LLC,UNITED STATES - washington-dc,,https://www.sightseeingpass.com/images/logos/ssp_logo--washington-dc.svg,DeepLink,Save up to 60% on DC attraction Tickets,Active,,Sales,,USD,"Save up to 60% on DC attraction Tickets
",7/7/2022 11:51,7/21/2022 11:51,10.00%,3.00%,4.00%,LOYALTY,Shopping Event,,,Washington ,DC ,USA,88888,38.8938592,-77.0969763,CJ,https://www.anrdoezrs.net/click-100665147-13171337,,https://icrmnexit.groupfio.com:8443/bootstrap/images/deals/WDC_13171337.jpg,,,,,,12420,,,,,
